1,0,0,4,2059,2205,4264
1,0,0,4,2059,2205,4264
0,0,0,4,2051,2213,4264
0,1,2,6,2067,2197,4264
0,0,0,8,2078,2186,4264
0,2,0,4,2057,2207,4264
0,0,1,5,2049,2215,4264
1,0,0,2,2053,2211,4264
1,0,0,6,2062,2202,4264
0,1,1,4,2066,2198,4264
0,1,0,3,2052,2212,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
1,0,0,2,2053,2211,4264
1,0,0,6,2062,2202,4264
0,1,1,4,2066,2198,4264
0,1,0,3,2052,2212,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
1,0,0,2,2053,2211,4264
1,0,0,6,2062,2202,4264
0,1,1,4,2066,2198,4264
0,1,0,3,2052,2212,4264
1,0,0,4,2059,2205,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
1,0,0,2,2053,2211,4264
1,0,0,6,2062,2202,4264
0,1,1,4,2066,2198,4264
0,0,1,5,2049,2215,4264
1,0,0,2,2053,2211,4264
1,0,0,6,2062,2202,4264
0,1,1,4,2066,2198,4264
0,1,0,3,2052,2212,4264
0,0,1,5,2049,2215,4264
1,0,0,2,2053,2211,4264
1,0,0,6,2062,2202,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
1,0,0,2,2053,2211,4264
0,0,1,5,2049,2215,4264
1,0,0,2,2053,2211,4264
1,0,0,6,2062,2202,4264
0,1,1,4,2066,2198,4264
0,1,0,3,2052,2212,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
1,0,0,2,2053,2211,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
1,0,0,2,2053,2211,4264
1,0,0,6,2062,2202,4264
0,1,1,4,2066,2198,4264
0,1,0,3,2052,2212,4264
0,0,1,5,2049,2215,4264
1,0,0,2,2053,2211,4264
1,0,0,6,2062,2202,4264
0,1,1,4,2066,2198,4264
0,1,0,3,2052,2212,4264
0,0,1,5,2049,2215,4264
1,0,0,2,2053,2211,4264
1,0,0,6,2062,2202,4264
0,1,1,4,2066,2198,4264
0,1,0,3,2052,2212,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
1,0,0,2,2053,2211,4264
1,0,0,6,2062,2202,4264
0,1,1,4,2066,2198,4264
0,1,0,3,2052,2212,4264
0,0,1,5,2049,2215,4264
1,0,0,2,2053,2211,4264
1,0,0,6,2062,2202,4264
0,1,1,4,2066,2198,4264
0,1,0,3,2052,2212,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
1,0,0,2,2053,2211,4264
1,0,0,6,2062,2202,4264
0,1,1,4,2066,2198,4264
0,1,0,3,2052,2212,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
1,0,0,2,2053,2211,4264
1,0,0,6,2062,2202,4264
0,1,1,4,2066,2198,4264
0,1,0,3,2052,2212,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
1,0,0,2,2053,2211,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
1,0,0,2,2053,2211,4264
1,0,0,6,2062,2202,4264
0,1,1,4,2066,2198,4264
0,1,0,3,2052,2212,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
1,0,0,2,2053,2211,4264
1,0,0,6,2062,2202,4264
0,1,1,4,2066,2198,4264
0,1,0,3,2052,2212,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
1,0,0,2,2053,2211,4264
1,0,0,6,2062,2202,4264
0,1,1,4,2066,2198,4264
0,1,0,3,2052,2212,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
1,0,0,2,2053,2211,4264
1,0,0,6,2062,2202,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
4,4,5,30,1304,450,1754
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
0,0,1,5,2049,2215,4264
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
1,5,1,42,1309,445,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,0,0,31,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,0,0,31,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
4,4,5,30,1304,450,1754
