1,0.97095,0.98784,0.98008,0.976,0.98623,0.97133,0.97035,0.98356,0.98018,0.95881,0.94187,0.97907,0.98429,0.9826,0.91817,0.90488,0.96389,0.95939,0.9761,0.98874,0.97969,0.92645,0.97944,0.9858,0.96907,0.99005,0.95631,0.9791,0.9861,0.9802,0.97663,0.97132,0.97581,0.98452,0.99236,0.9699,0.97949,0.98234,0.97909,0.8897,0.95127,0.98033,0.9853,0.98184,0.96952,0.97141,0.94284,0.96515,0.86454,0.96007,0.98055,0.96515,0.97448,0.9764,0.96893,0.95617,0.98345,0.90397,0.9751,0.97123,0.97325,0.98135,0.9654,0.97407,0.97512,0.97445,0.96598,0.98819,0.98154,0.98117,0.67411,0.96377,0.96309,0.9702,0.97573,0.98275,0.97975,0.96623,0.98492,0.95726,0.93624,0.96161,0.98083,0.97986,0.96761,0.9518,0.98233,0.98399,0.98981,0.97947,0.94011,0.96537,0.98828,0.97016,0.00483,0.98399,0.96451,0.97069,0.96926,0.97815,0.97464,0.17073,0.9714,0.96449,0.9853,0.95526,0.98553,0.97038,0.97634,0.98286,0.98153,0.90898,0.98882,0.98579,0.96743,0.95384,0.96987,0.9756,0.97939,0.97701,0.9835,0.98034,0.98963,0.97992,0.97855,0.9047,0.98676,0.96019,0.79938,0.97604,0.9564,0.91099,0.96518,0.97001,0.96787,0.97602,0.93826,0.95631,0.93939,0.9528,0.98943,0.97755,0.96378,0.96925,0.93348,0.9822,0.97771,0.97934,0.97677,0.98642,0.97732,0.9869,0.97898,0.94853,0.97467,0.96714,0.95653,0.88973,0.96835,0.98057,0.98369,0.96384,0.98765,0.98338,0.9754,0.95732,0.98361,0.95441,0.87294,0.76669,0.96171,0.99274,0.98065,0.93926,0.98002,0.97472,0.97254,0.96628,0.98406,0.94812,0.98314,0.9719,0.97057
0.97126,1,0.98329,0.94927,0.97522,0.97751,0.9773,0.98739,0.96803,0.9897,0.92927,0.96543,0.97257,0.9629,0.97667,0.89222,0.92688,0.98308,0.95946,0.98965,0.97969,0.96946,0.95663,0.96863,0.97327,0.98528,0.97355,0.98498,0.98418,0.9797,0.98668,0.96744,0.98386,0.98209,0.98467,0.9763,0.98346,0.98309,0.97482,0.9749,0.94249,0.97202,0.98126,0.9769,0.98602,0.96265,0.9819,0.95189,0.96137,0.85077,0.97218,0.98517,0.9715,0.989,0.97018,0.98499,0.95434,0.98019,0.897,0.97001,0.98247,0.97694,0.97145,0.98736,0.97065,0.96998,0.97412,0.94021,0.97681,0.97144,0.98294,0.71083,0.97448,0.9761,0.95567,0.97254,0.98137,0.97673,0.9667,0.98342,0.96235,0.97278,0.98273,0.98069,0.98285,0.96584,0.9592,0.97955,0.98624,0.9693,0.9793,0.94302,0.98194,0.9848,0.98933,0.01546,0.98788,0.98472,0.96661,0.98632,0.97963,0.97808,0.20076,0.97927,0.98235,0.98788,0.94935,0.97913,0.96095,0.98535,0.97637,0.96188,0.94125,0.97295,0.98492,0.97615,0.95685,0.98129,0.97435,0.97711,0.97546,0.98268,0.96735,0.98156,0.97781,0.98575,0.94958,0.98607,0.9863,0.81973,0.98238,0.96801,0.94557,0.98998,0.98415,0.9773,0.98451,0.96146,0.98464,0.96915,0.98741,0.97967,0.98309,0.9867,0.99133,0.9671,0.98267,0.98025,0.97835,0.97296,0.94509,0.98536,0.96784,0.98194,0.98263,0.98415,0.94752,0.98779,0.9092,0.96954,0.9687,0.96477,0.95615,0.97813,0.98287,0.96105,0.92967,0.98001,0.93613,0.89944,0.80305,0.98813,0.97369,0.98328,0.95889,0.99048,0.99346,0.98363,0.98584,0.96027,0.98728,0.96849,0.98473,0.96431
0.98791,0.98321,1,0.98161,0.97798,0.99756,0.98489,0.98891,0.99206,0.99372,0.95708,0.9453,0.98683,0.98129,0.98945,0.91313,0.91627,0.98476,0.95878,0.98674,0.99735,0.98955,0.93531,0.98419,0.99572,0.99095,0.99351,0.97041,0.99381,0.99716,0.99166,0.98041,0.98893,0.99119,0.9894,0.99369,0.98949,0.99438,0.98942,0.98312,0.90528,0.96013,0.99375,0.99335,0.99255,0.9797,0.98762,0.94245,0.96373,0.85825,0.97154,0.99421,0.98611,0.9919,0.98609,0.98905,0.95483,0.99623,0.90328,0.98531,0.98349,0.98187,0.98982,0.98567,0.98756,0.98529,0.98626,0.96877,0.99312,0.98967,0.99376,0.67575,0.96927,0.98316,0.97699,0.98439,0.99472,0.99203,0.98219,0.995,0.95627,0.9675,0.98342,0.99254,0.99423,0.97647,0.9506,0.99551,0.99646,0.98923,0.9954,0.95134,0.9854,0.99484,0.9893,0.01082,0.99613,0.98654,0.97903,0.98802,0.99013,0.98623,0.17435,0.9829,0.98582,0.99793,0.96703,0.99611,0.97916,0.99552,0.99383,0.97644,0.92988,0.99519,0.98869,0.98521,0.96256,0.98762,0.9895,0.99074,0.98879,0.99634,0.98689,0.99695,0.99318,0.99596,0.91676,0.9964,0.98145,0.79742,0.9907,0.97067,0.91855,0.97954,0.98457,0.9853,0.98934,0.96537,0.98074,0.95018,0.97763,0.99504,0.98924,0.98026,0.98886,0.94589,0.99457,0.99081,0.99223,0.98657,0.98007,0.99119,0.98844,0.99472,0.96446,0.99479,0.96942,0.98061,0.90375,0.98153,0.98395,0.98483,0.97337,0.99729,0.99361,0.9815,0.95623,0.99576,0.96332,0.88256,0.77644,0.98518,0.99422,0.99415,0.95387,0.9946,0.98901,0.98448,0.98317,0.98787,0.97309,0.98406,0.99233,0.97635
0.98007,0.94868,0.98148,1,0.96792,0.97993,0.94202,0.95089,0.98012,0.96405,0.93707,0.9188,0.96073,0.96865,0.96041,0.93955,0.90857,0.94507,0.95256,0.94912,0.98151,0.96267,0.88992,0.9683,0.97601,0.95649,0.97797,0.92091,0.96158,0.97689,0.95789,0.94516,0.95524,0.95328,0.96675,0.97717,0.95582,0.96042,0.9619,0.94836,0.84409,0.92074,0.96087,0.96778,0.9606,0.9815,0.94779,0.94374,0.95923,0.87195,0.92578,0.95918,0.95536,0.9597,0.95995,0.956,0.94671,0.97443,0.90478,0.95796,0.93694,0.94308,0.95885,0.95281,0.961,0.95797,0.95045,0.99332,0.96569,0.95916,0.96296,0.62919,0.94579,0.94388,0.96407,0.94837,0.97395,0.96678,0.94635,0.96475,0.94571,0.91537,0.94449,0.96478,0.97011,0.94243,0.94682,0.96849,0.97146,0.97479,0.97412,0.90482,0.94041,0.96867,0.95254,0.00406,0.97152,0.9446,0.96276,0.9481,0.96686,0.95191,0.15066,0.97564,0.94701,0.97165,0.94598,0.97027,0.94808,0.96952,0.96918,0.97486,0.90812,0.97725,0.97574,0.94406,0.96792,0.94922,0.95995,0.974,0.95449,0.97342,0.96354,0.97904,0.97422,0.97196,0.86034,0.97191,0.94335,0.77742,0.95469,0.92355,0.87055,0.93921,0.94301,0.94665,0.95222,0.92174,0.9335,0.90298,0.93048,0.97415,0.96083,0.93828,0.95149,0.89145,0.96474,0.97856,0.97862,0.94922,0.98997,0.96324,0.96154,0.96578,0.91218,0.97169,0.95388,0.93614,0.90823,0.94626,0.95317,0.95664,0.96309,0.97758,0.97128,0.96597,0.93676,0.97083,0.94047,0.86117,0.74967,0.94252,0.99136,0.97592,0.90717,0.96348,0.9563,0.94533,0.94271,0.98012,0.92941,0.96647,0.96435,0.9357
0.97604,0.97499,0.97788,0.96799,1,0.97342,0.94611,0.96595,0.9537,0.97902,0.89121,0.98381,0.94998,0.95721,0.95194,0.96208,0.96929,0.9642,0.99594,0.97878,0.97519,0.94824,0.91664,0.94616,0.96257,0.97138,0.96034,0.94702,0.96106,0.96456,0.97199,0.94108,0.95924,0.95549,0.98979,0.96536,0.97458,0.96728,0.94964,0.95296,0.89458,0.94574,0.9589,0.96886,0.97396,0.99028,0.95324,0.97973,0.99726,0.93215,0.93804,0.96798,0.95611,0.96803,0.94412,0.9781,0.99403,0.96929,0.96377,0.94191,0.95377,0.94217,0.95098,0.96318,0.94622,0.94192,0.94797,0.97518,0.96826,0.95279,0.96184,0.78408,0.98657,0.94295,0.93861,0.94379,0.97599,0.957,0.93958,0.96978,0.99479,0.93418,0.9552,0.96095,0.96499,0.93313,0.98429,0.96893,0.97246,0.95474,0.96287,0.88824,0.95451,0.97496,0.96702,0.00646,0.97516,0.96573,0.94032,0.96771,0.97924,0.94784,0.18471,0.9896,0.95108,0.9761,0.91236,0.96474,0.92664,0.98135,0.97785,0.98575,0.97171,0.95999,0.99569,0.9439,0.97691,0.95408,0.94847,0.99111,0.95408,0.97489,0.94406,0.97465,0.97721,0.97712,0.90589,0.98156,0.97476,0.88087,0.95824,0.93159,0.91337,0.97033,0.96241,0.9501,0.95873,0.9382,0.95529,0.91948,0.95972,0.96991,0.95363,0.95273,0.96543,0.91837,0.96019,0.9901,0.98923,0.94652,0.94717,0.98172,0.95714,0.96409,0.94149,0.96975,0.91593,0.96428,0.96316,0.94471,0.94485,0.94445,0.93313,0.96791,0.96237,0.94294,0.89014,0.96805,0.91104,0.95192,0.87251,0.9584,0.97649,0.97509,0.90323,0.97482,0.97823,0.95806,0.96232,0.94834,0.96625,0.97967,0.97565,0.93446
0.98636,0.97748,0.99757,0.98013,0.97362,1,0.98416,0.98932,0.99275,0.99101,0.95784,0.93784,0.9856,0.98348,0.98967,0.90908,0.90928,0.98438,0.95359,0.98204,0.99836,0.98888,0.92797,0.98194,0.99672,0.99111,0.99437,0.96593,0.99267,0.99659,0.99102,0.9794,0.99029,0.99169,0.98814,0.99357,0.98619,0.99445,0.98738,0.98111,0.89767,0.95361,0.99422,0.99426,0.98955,0.97531,0.98541,0.93346,0.95952,0.85345,0.96808,0.99385,0.98457,0.99246,0.98437,0.9876,0.95147,0.99543,0.90131,0.98318,0.98044,0.97871,0.99108,0.97971,0.98712,0.98315,0.98711,0.96563,0.99335,0.99285,0.99456,0.67309,0.96464,0.9867,0.98295,0.98452,0.99143,0.99241,0.98718,0.99343,0.95062,0.9704,0.9789,0.99284,0.9927,0.97541,0.94293,0.99775,0.99264,0.99071,0.99597,0.94942,0.98476,0.99246,0.98697,0.01392,0.99639,0.9857,0.97464,0.98523,0.98797,0.98378,0.1664,0.9778,0.98547,0.99585,0.96464,0.99549,0.97944,0.99438,0.99378,0.97383,0.92457,0.99612,0.98351,0.98357,0.95712,0.98569,0.99238,0.99052,0.98864,0.99388,0.98649,0.99596,0.99586,0.99384,0.91022,0.99527,0.9828,0.79072,0.99008,0.96752,0.91226,0.97263,0.98035,0.98972,0.98717,0.97193,0.98143,0.94365,0.97639,0.99541,0.98776,0.97503,0.98657,0.94072,0.99311,0.98775,0.98866,0.98737,0.98107,0.98856,0.99032,0.99573,0.95878,0.99426,0.96764,0.97972,0.89464,0.98051,0.98269,0.98461,0.96938,0.99755,0.99335,0.98217,0.9566,0.99596,0.96421,0.87454,0.76982,0.98413,0.99303,0.9918,0.95005,0.99193,0.98382,0.98642,0.97838,0.98942,0.96981,0.98781,0.99204,0.97501
0.97169,0.97734,0.98499,0.9428,0.9467,0.98422,1,0.98856,0.98425,0.98567,0.97198,0.92263,0.99265,0.97989,0.99529,0.84178,0.87229,0.99001,0.918,0.98654,0.9828,0.99276,0.94902,0.98556,0.9907,0.98533,0.98684,0.98538,0.99555,0.98693,0.99396,0.99261,0.99227,0.99686,0.96873,0.98833,0.98704,0.99395,0.99517,0.99243,0.92546,0.96425,0.99435,0.99247,0.99086,0.94356,0.99722,0.89524,0.92409,0.78477,0.99221,0.9953,0.98827,0.98582,0.9915,0.98352,0.91502,0.99114,0.84791,0.99173,0.99562,0.99636,0.996,0.98486,0.99344,0.9917,0.99691,0.91751,0.99217,0.99106,0.99469,0.64415,0.94808,0.988,0.96242,0.99789,0.98694,0.99439,0.98388,0.99406,0.91918,0.97487,0.99083,0.99497,0.99047,0.99365,0.90813,0.99132,0.98838,0.98571,0.98565,0.98401,0.99501,0.99199,0.99139,0.01735,0.98518,0.98992,0.98108,0.99119,0.98348,0.99659,0.17693,0.94887,0.99378,0.99016,0.97903,0.99403,0.99272,0.98211,0.98541,0.94021,0.90176,0.98661,0.9654,0.99862,0.92647,0.99659,0.99389,0.96936,0.99687,0.98788,0.99194,0.98708,0.97677,0.98396,0.93369,0.98744,0.97508,0.74527,0.99591,0.98992,0.92995,0.98307,0.99225,0.99089,0.9966,0.96147,0.9864,0.96729,0.97933,0.98857,0.99136,0.98969,0.99156,0.96632,0.9949,0.96901,0.96862,0.99682,0.95708,0.98486,0.99063,0.99274,0.98144,0.98103,0.97732,0.98022,0.84322,0.99421,0.99478,0.99251,0.97283,0.98753,0.99,0.98371,0.97146,0.99111,0.96597,0.84037,0.73148,0.99066,0.97384,0.98504,0.9798,0.99187,0.98405,0.99006,0.9908,0.9767,0.9738,0.96439,0.98294,0.99375
0.97074,0.98742,0.98899,0.95157,0.96634,0.98936,0.98856,1,0.98031,0.99527,0.94513,0.94782,0.98331,0.97265,0.98698,0.88114,0.9062,0.99225,0.94541,0.98653,0.98844,0.98221,0.94467,0.97211,0.98611,0.99727,0.98258,0.98252,0.99325,0.98833,0.99392,0.9778,0.99433,0.99363,0.9837,0.98283,0.98988,0.99388,0.98281,0.98157,0.92788,0.96342,0.99256,0.98876,0.99139,0.96226,0.99154,0.92272,0.94932,0.83508,0.98143,0.99509,0.98521,0.99608,0.9814,0.99214,0.94225,0.98836,0.8857,0.98094,0.98948,0.98204,0.98679,0.98977,0.98215,0.98089,0.98662,0.93759,0.98808,0.98891,0.99425,0.69409,0.96869,0.99245,0.9725,0.98404,0.98637,0.98728,0.98869,0.99005,0.94718,0.98869,0.98767,0.99004,0.98689,0.97514,0.93396,0.99345,0.99008,0.97815,0.99133,0.95458,0.99252,0.98751,0.99379,0.01787,0.99523,0.99516,0.96755,0.99312,0.98282,0.98546,0.18631,0.96666,0.99341,0.99383,0.95853,0.99032,0.97584,0.99144,0.98832,0.95342,0.93382,0.98438,0.9769,0.98801,0.94377,0.99024,0.99034,0.98278,0.9863,0.98819,0.97881,0.98717,0.98856,0.99242,0.9364,0.99173,0.99371,0.78859,0.99257,0.97728,0.93164,0.98416,0.9885,0.99584,0.99234,0.98416,0.99697,0.96103,0.99428,0.98715,0.98807,0.98694,0.99507,0.96127,0.99156,0.98154,0.97735,0.98662,0.95428,0.98765,0.98174,0.99468,0.97859,0.99228,0.95675,0.99499,0.88851,0.98067,0.97803,0.97613,0.95879,0.98812,0.99063,0.96882,0.94406,0.9935,0.95276,0.88408,0.7868,0.99567,0.97495,0.98913,0.96302,0.99403,0.99064,0.99317,0.98742,0.97377,0.98742,0.97469,0.99337,0.97562
0.9837,0.96795,0.99208,0.9803,0.954,0.99274,0.98418,0.98021,1,0.98187,0.97887,0.91345,0.99216,0.98748,0.9941,0.87764,0.87821,0.97799,0.9264,0.97086,0.99278,0.99368,0.92457,0.99255,0.99685,0.97987,0.99738,0.9616,0.99053,0.99473,0.9857,0.98454,0.98772,0.98824,0.97053,0.99539,0.97779,0.98794,0.99366,0.98411,0.88641,0.94481,0.99172,0.99033,0.98422,0.96401,0.98624,0.90999,0.9344,0.80515,0.97265,0.98712,0.98398,0.98388,0.99268,0.9764,0.92109,0.99415,0.85899,0.99196,0.9759,0.98426,0.99189,0.97859,0.99406,0.99195,0.98937,0.95799,0.98845,0.99019,0.99111,0.60212,0.94413,0.98245,0.98133,0.98758,0.98924,0.99532,0.98275,0.98893,0.92424,0.95873,0.97877,0.994,0.99319,0.9857,0.91849,0.99038,0.98982,0.99616,0.99451,0.96588,0.97826,0.98893,0.98268,0.0128,0.98882,0.97629,0.98917,0.9783,0.98253,0.98822,0.16092,0.96209,0.98522,0.99044,0.98489,0.99446,0.99026,0.98247,0.9834,0.95643,0.89743,0.99624,0.97227,0.98526,0.95061,0.98452,0.99413,0.97491,0.98853,0.99003,0.99479,0.99496,0.9843,0.9866,0.89858,0.98711,0.96446,0.73366,0.98784,0.96869,0.90077,0.96566,0.97607,0.98337,0.98666,0.95416,0.97084,0.94442,0.96386,0.9942,0.99231,0.97483,0.98188,0.93673,0.993,0.97856,0.9766,0.98773,0.98937,0.97909,0.98915,0.99144,0.95467,0.98821,0.98813,0.96675,0.86053,0.98453,0.98761,0.98858,0.98697,0.99528,0.99615,0.99215,0.9789,0.99374,0.97248,0.83295,0.71341,0.97831,0.99232,0.99078,0.9615,0.9862,0.976,0.97836,0.97487,0.9964,0.95678,0.97002,0.98273,0.98031
0.98037,0.98969,0.99375,0.96443,0.97919,0.99102,0.98563,0.99525,0.9819,1,0.94279,0.95735,0.98415,0.97411,0.98547,0.9045,0.91915,0.98971,0.96142,0.99142,0.99022,0.98368,0.94684,0.97531,0.98833,0.99581,0.98408,0.98053,0.99263,0.99067,0.99401,0.97778,0.98895,0.99115,0.99056,0.98605,0.99199,0.99378,0.98408,0.9833,0.92663,0.96854,0.99082,0.99071,0.99434,0.97608,0.9896,0.94124,0.96464,0.8605,0.97933,0.9945,0.98568,0.99414,0.98209,0.9939,0.95736,0.99019,0.90407,0.98145,0.98888,0.9812,0.98574,0.99122,0.98165,0.98142,0.98359,0.95464,0.9903,0.98489,0.99182,0.70505,0.97697,0.98359,0.9689,0.98241,0.99181,0.98682,0.98146,0.9922,0.96151,0.9772,0.98739,0.98913,0.98848,0.97314,0.95082,0.99241,0.99331,0.97927,0.99115,0.94977,0.98897,0.99203,0.99296,0.01457,0.99545,0.9924,0.97052,0.99275,0.98836,0.98485,0.18193,0.97849,0.98794,0.99599,0.95799,0.992,0.97249,0.99355,0.99279,0.96672,0.9423,0.9855,0.98731,0.98469,0.95434,0.98818,0.98588,0.98952,0.98574,0.99219,0.97831,0.99057,0.98914,0.99516,0.93578,0.99491,0.99023,0.80908,0.99153,0.97519,0.93441,0.98761,0.98941,0.9881,0.99063,0.97415,0.98983,0.96082,0.98902,0.98946,0.98563,0.98686,0.99301,0.95877,0.99127,0.98902,0.98752,0.98505,0.9621,0.99162,0.98354,0.99265,0.97649,0.99191,0.95801,0.99034,0.90795,0.98046,0.97955,0.97843,0.96299,0.99048,0.98965,0.96963,0.94146,0.99397,0.95229,0.89919,0.79949,0.99102,0.98322,0.99274,0.95887,0.99631,0.99384,0.98986,0.98864,0.9751,0.98556,0.97961,0.99259,0.97528
